caminho;bytes;sha256;mtime_utc;dt_captura
COTAHIST_A2023.ZIP;70216090;ad1603788d78aaa1de806498572277f1d9443f88ae116452751b5800cb23523e;2026-09-04T11:37:13;2026-09-18
